;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Time;Experiment;Experiment
;snout;snout;right-forepaw;right-forepaw;left-forepaw;left-forepaw;right-hindpaw;right-hindpaw;left-hindpaw;left-hindpaw;tail-base;tail-base;;Status;Trial
;x;y;x;y;x;y;x;y;x;y;x;y;;;
Frame;;;;;;;;;;;;;;;
5715;585.5109348297119;235.3652822971344;626.4757181406021;233.33686590194702;626.9716283082962;219.43492323160172;679.2066016197205;240.91777896881104;667.6349153220654;198.32520270347595;698.8257496356964;211.12194246053696;178.983;True;InterTrial
5718;600.3756365776062;237.6254950761795;627.8852092921734;235.69573539495468;627.739582836628;219.3947257399559;679.3114910125732;240.95504093170166;667.8302761465311;197.5105504989624;699.8005032241344;210.0107626914978;179.079;True;InterTrial
5721;610.0510016679764;252.06396432220936;634.925213098526;241.93563628196716;625.6277151107788;220.52873915433884;679.7907738685608;240.96453022956848;667.5622951686382;198.3614137172699;703.4900317192078;207.62135982513428;179.175;True;InterTrial
5723;609.8585302829742;256.49315190315247;638.204690694809;242.7037386894226;626.0316615104675;221.13921678066254;680.1225385665894;240.54220294952393;668.0909010022879;198.10959148406982;701.3865891695023;206.76184487342834;179.287;True;InterTrial
5727;601.8454306125641;263.69833040237427;636.7060163021088;241.77187156677246;626.6518914699554;219.45019847154617;679.4662599563599;240.52997756004333;668.7897005677223;198.32790088653564;701.4685028791428;207.97009372711182;179.382;True;InterTrial
5730;601.341392993927;264.16885232925415;637.2700835466385;241.9394028186798;626.9617249965668;219.6667039990425;679.1953585147858;240.924978017807;668.8097085356712;198.39690327644348;700.4199984669685;208.78043723106384;179.491;True;InterTrial
5732;595.4754667878151;264.1364555358887;636.9924539923668;241.5679852962494;626.7589433193207;219.53921920061111;679.3736066818237;240.92691946029663;668.6263840794563;197.9251470565796;699.0076486468315;209.51625108718872;179.559;True;InterTrial
5736;593.5884201526642;267.2336481809616;637.0021734237671;241.36903643608093;626.3082275390625;219.46123677492142;678.8001735210419;241.63909888267517;669.3891537189484;198.2058346271515;698.2871087789536;210.35253286361694;179.686;True;InterTrial
5739;597.2315138578415;267.72323617339134;636.5872848629951;241.4746310710907;626.0190070867538;219.23877042531967;678.9373693466187;241.26408433914185;669.919716835022;198.43957662582397;698.4033901691437;210.17229449748993;179.783;True;InterTrial
5742;597.8229858875275;267.13722771406174;636.3085773587227;241.39148688316345;626.0188347101212;219.5886612534523;679.0598313808441;241.26800203323364;669.1727385520935;198.2918984889984;698.4527589082718;210.8612161874771;179.877;True;InterTrial
5744;597.8175514936447;267.6686532795429;636.8338334560394;241.54668879508972;625.8084771633148;219.51011872291565;679.2674512863159;241.14888858795166;669.265065908432;198.06047439575195;698.6400460004807;210.4921908378601;179.958;True;InterTrial
5748;599.2137763500214;267.34611481428146;636.6042620539665;241.6715760231018;625.4975349903107;219.83482675254345;678.8989307880402;241.14994597434998;669.4757434129715;198.43308329582214;697.7783992290497;210.74456143379211;180.082;True;InterTrial
5751;602.933391213417;230.40160536766052;637.1829283237457;239.65962886810303;627.1224844455719;219.91284303367138;680.0134859085083;240.81024026870728;667.9818369224668;198.40788555145264;701.0869591236115;209.2521939277649;180.194;True;InterTrial
5753;611.8974402397871;229.4209897518158;637.8607594966888;238.735445022583;624.3904113769531;219.40061008930206;679.6372802257538;241.14272809028625;668.7452379465103;198.3270206451416;701.1167169809341;208.94820189476013;180.264;True;InterTrial
